Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2017-18,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2018-19,20,NOP,NBA,PG,61,16,1169,7.7,17.8,.434,2.1,6.7,.314,5.6,11.1,.507,.493,2.1,2.9,.740,1.0,4.3,5.3,2.7,1.0,0.1,1.9,3.7,19.7,102,117,
2019-20,21,NOP,NBA,PG,59,2,797,7.8,19.2,.405,2.7,8.4,.326,5.1,10.9,.465,.476,3.3,4.4,.747,1.3,3.5,4.8,3.5,1.0,0.2,2.8,4.5,21.5,100,116,
2020-21,22,DET,NBA,PG,40,6,738,8.9,19.5,.457,4.1,10.0,.407,4.9,9.5,.510,.561,4.1,5.0,.813,1.0,4.7,5.7,2.4,1.0,0.1,2.3,3.5,25.9,112,116,
2021-22,23,DET,NBA,PG,53,7,1164,8.1,20.2,.402,3.6,11.7,.308,4.5,8.6,.529,.491,3.6,4.4,.827,0.8,2.9,3.6,2.3,1.1,0.4,1.6,3.7,23.5,106,118,
2022-23,24,UTA,NBA,PG,1,0,5,0.0,28.7,.000,0.0,9.6,.000,0.0,19.1,.000,.000,0.0,0.0,,9.6,9.6,19.1,9.6,0.0,0.0,0.0,0.0,0.0,48,119,
2023-24,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,214,31,3873,8.1,19.1,.421,3.0,9.1,.332,5.0,10.0,.502,.501,3.2,4.0,.786,1.0,3.8,4.8,2.7,1.0,0.2,2.1,3.8,22.3,104,117,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOP (2 Yrs),NOP (2 Yrs),NOP (2 Yrs),NOP (2 Yrs),,120,18,1966,7.7,18.4,.422,2.4,7.4,.319,5.4,11.0,.490,.486,2.6,3.5,.743,1.1,4.0,5.1,3.1,1.0,0.1,2.3,4.0,20.4,101,116,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,93,13,1902,8.4,19.9,.423,3.8,11.0,.343,4.7,8.9,.522,.517,3.8,4.6,.821,0.9,3.6,4.4,2.3,1.1,0.3,1.9,3.7,24.4,108,117,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,1,0,5,0.0,28.7,.000,0.0,9.6,.000,0.0,19.1,.000,.000,0.0,0.0,,9.6,9.6,19.1,9.6,0.0,0.0,0.0,0.0,0.0,48,119,
