Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,21,ORL,NBA,SF,3,0,14,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,1,1,2,0,0,0,0,0,3,0,
2024-25,22,ORL,NBA,SF,5,0,47,2,14,0.143,2,10,0.2,0,4,0.0,0.214,0,0,2,2,4,1,0,1,2,3,6,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,8,0,61,3,16,0.188,3,12,0.25,0,4,0.0,0.281,0,0,3,3,6,1,0,1,2,3,9,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,625,31,164,0.188,31,123,0.25,0,41,0.0,0.281,0,0,31,31,62,10,0,10,21,31,92,0,
