"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2006-07,22,NJN,NBA,EC1,TOR,W (4-2),6.0,11.3,3.7,2.2,0.2,0.0,0.3,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,10.0,12.0,0.833,5.0,8.0,13.0,1.0,0.0,2.0,3.0,8.0,22.0,
2006-07,22,NJN,NBA,ECS,CLE,L (2-4),6.0,8.3,2.3,1.0,0.3,0.2,0.2,6.0,13.0,0.462,0.0,0.0,6.0,13.0,0.462,0.462,2.0,12.0,0.167,2.0,4.0,6.0,2.0,1.0,1.0,0.0,8.0,14.0,
1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1-1,12.0,9.8,3.0,1.6,0.3,0.1,0.3,12.0,24.0,0.5,0.0,0.0,12.0,24.0,0.5,0.5,12.0,24.0,0.5,7.0,12.0,19.0,3.0,1.0,3.0,3.0,16.0,36.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),1-0,6.0,11.3,3.7,2.2,0.2,0.0,0.3,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,10.0,12.0,0.833,5.0,8.0,13.0,1.0,0.0,2.0,3.0,8.0,22.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),0-1,6.0,8.3,2.3,1.0,0.3,0.2,0.2,6.0,13.0,0.462,0.0,0.0,6.0,13.0,0.462,0.462,2.0,12.0,0.167,2.0,4.0,6.0,2.0,1.0,1.0,0.0,8.0,14.0,
