"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2013-14,22,OKC,NBA,WCF,SAS,L (2-4),2.0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,24,OKC,NBA,WC1,DAL,W (4-1),5.0,23.4,3.8,4.8,0.4,1.2,1.2,7.0,17.0,0.412,1.0,7.0,0.143,6.0,10.0,0.6,0.441,4.0,6.0,0.667,5.0,19.0,24.0,2.0,6.0,6.0,2.0,9.0,19.0,
2015-16,24,OKC,NBA,WCS,SAS,W (4-2),6.0,24.5,3.0,4.2,0.7,1.2,0.8,7.0,19.0,0.368,3.0,12.0,0.25,4.0,7.0,0.571,0.447,1.0,4.0,0.25,5.0,20.0,25.0,4.0,7.0,5.0,3.0,14.0,18.0,
2015-16,24,OKC,NBA,WCF,GSW,L (3-4),7.0,29.7,9.0,7.4,1.1,1.4,1.1,26.0,50.0,0.52,8.0,18.0,0.444,18.0,32.0,0.563,0.6,3.0,10.0,0.3,15.0,37.0,52.0,8.0,10.0,8.0,6.0,22.0,63.0,
2016-17,25,OKC,NBA,WC1,HOU,L (1-4),5.0,37.0,11.6,6.2,1.8,2.4,3.4,24.0,46.0,0.522,7.0,17.0,0.412,17.0,29.0,0.586,0.598,3.0,21.0,0.143,18.0,13.0,31.0,9.0,12.0,17.0,7.0,15.0,58.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,28,OKC,NBA,WC1,HOU,L (3-4),1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),2-4,26.0,25.7,6.1,5.2,0.9,1.3,1.4,64.0,136.0,0.471,19.0,55.0,0.345,45.0,81.0,0.556,0.54,11.0,41.0,0.268,43.0,91.0,134.0,23.0,35.0,36.0,18.0,61.0,158.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),1-2,11.0,27.7,7.0,5.0,1.0,1.6,2.1,31.0,64.0,0.484,8.0,25.0,0.32,23.0,39.0,0.59,0.547,7.0,27.0,0.259,23.0,32.0,55.0,11.0,18.0,23.0,9.0,25.0,77.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,6.0,24.5,3.0,4.2,0.7,1.2,0.8,7.0,19.0,0.368,3.0,12.0,0.25,4.0,7.0,0.571,0.447,1.0,4.0,0.25,5.0,20.0,25.0,4.0,7.0,5.0,3.0,14.0,18.0,
WCF (2 Series),WCF (2 Series),WCF (2 Series),WCF (2 Series),WCF (2 Series),WCF (2 Series),0-2,9.0,24.1,7.0,6.0,0.9,1.1,0.9,26.0,53.0,0.491,8.0,18.0,0.444,18.0,35.0,0.514,0.566,3.0,10.0,0.3,15.0,39.0,54.0,8.0,10.0,8.0,6.0,22.0,63.0,
