Season,Team,Lg,Salary
2020-21,Detroit Pistons,NBA,"$2,689,920"
2021-22,Detroit Pistons,NBA,"$2,824,320"
2022-23,Atlanta Hawks,NBA,"$2,959,080"
2023-24,Atlanta Hawks,NBA,"$4,556,983"
2024-25,Washington Wizards,NBA,"$6,440,678"
Career,(may be incomplete),,"$19,470,981"
