2016-17,27,ORL,NBA,PF,56,56,1710,343,703,.488,83,214,.388,260,489,.532,.547,77,91,.846,100,282,382,60,34,91,66,139,846,0,
2016-17,27,TOR,NBA,PF,23,23,712,128,279,.459,41,103,.398,87,176,.494,.532,30,34,.882,29,127,156,15,7,33,39,76,327,0,
2017-18,28,TOR,NBA,PF,76,76,2093,379,784,.483,107,297,.360,272,487,.559,.552,94,118,.797,78,400,478,62,29,99,90,209,959,0,
2018-19,29,TOR,NBA,C,74,51,2010,464,877,.529,49,169,.290,415,708,.586,.557,135,177,.763,156,445,601,99,29,103,114,211,1112,0,
2019-20,30,TOR,NBA,C,55,27,1485,343,670,.512,70,182,.385,273,488,.559,.564,89,124,.718,114,338,452,77,28,46,109,153,845,0,
2020-21,31,LAC,NBA,C,41,39,955,186,365,.510,39,115,.339,147,250,.588,.563,43,53,.811,73,202,275,74,9,47,44,76,454,0,
2021-22,32,2TM,NBA,C,54,12,877,148,296,.500,37,99,.374,111,197,.563,.563,32,44,.727,62,188,250,49,11,33,43,102,365,0,
2021-22,32,LAC,NBA,C,35,10,538,94,192,.490,24,62,.387,70,130,.538,.552,20,29,.690,40,110,150,36,7,26,33,56,232,0,
2021-22,32,MIL,NBA,C,19,2,339,54,104,.519,13,37,.351,41,67,.612,.582,12,15,.800,22,78,100,13,4,7,10,46,133,0,
2022-23,33,MIL,NBA,C,16,0,185,26,54,.481,6,18,.333,20,36,.556,.537,8,13,.615,15,29,44,4,2,7,11,23,66,0,
2023-24,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
,,,,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
14 Yrs,14 Yrs,14 Yrs,14 Yrs,,919,697,25126,4575,8916,.513,614,1709,.359,3961,7207,.550,.548,1264,1669,.757,1894,4619,6513,749,373,1759,1187,2480,11028,1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,62,2242,408,796,.513,55,152,.359,353,643,.550,.548,113,149,.757,169,412,581,67,33,157,106,221,984,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (7 Yrs),OKC (7 Yrs),OKC (7 Yrs),OKC (7 Yrs),,524,413,15099,2558,4888,.523,182,512,.355,2376,4376,.543,.542,756,1015,.745,1267,2608,3875,309,224,1300,671,1491,6054,1,
TOR (4 Yrs),TOR (4 Yrs),TOR (4 Yrs),TOR (4 Yrs),,228,177,6300,1314,2610,.503,267,751,.356,1047,1859,.563,.555,348,453,.768,377,1310,1687,253,93,281,352,649,3243,0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,76,49,1493,280,557,.503,63,177,.356,217,380,.571,.559,63,82,.768,113,312,425,110,16,73,77,132,686,0,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,35,2,524,80,158,.506,19,55,.345,61,103,.592,.566,20,28,.714,37,107,144,17,6,14,21,69,199,0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,56,56,1710,343,703,.488,83,214,.388,260,489,.532,.547,77,91,.846,100,282,382,60,34,91,66,139,846,0,
