Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2024-25,24,NYK,NBA,SF,9,0,22,4,9,0.444,0,1,0.0,4,8,0.5,0.444,0,0,1,2,3,2,1,0,2,3,8,0,
1 Yr,1 Yr,1 Yr,1 Yr,,9,0,22,4,9,0.444,0,1,0.0,4,8,0.5,0.444,0,0,1,2,3,2,1,0,2,3,8,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,200,36,82,0.444,0,9,0.0,36,73,0.5,0.444,0,0,9,18,27,18,9,0,18,27,73,0,
