Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2020-21,28,MIL,NBA,SF,13,0,45,2.2,7.7,0.286,0.0,0.0,2.2,7.7,0.286,0.286,5.5,6.6,0.833,3.3,7.7,11.0,3.3,5.5,2.2,3.3,13.2,9.9,97.0,97,
2021-22,29,MIL,NBA,SF,8,0,20,4.9,7.3,0.667,0.0,0.0,4.9,7.3,0.667,0.667,2.4,7.3,0.333,2.4,7.3,9.8,2.4,2.4,0.0,0.0,9.8,12.2,130.0,102,
2022-23,30,MIL,NBA,PF,2,0,5,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,126,
2023-24,31,MIL,NBA,PF,2,0,5,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.3,10.3,0.0,10.3,0.0,,90,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,25,0,75,2.6,6.6,0.4,0.0,0.0,2.6,6.6,0.4,0.4,3.9,5.9,0.667,2.6,6.6,9.2,2.6,4.6,2.0,2.0,11.2,9.2,105.0,100,
