Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-25,WAS,,ATL,"W, 132-113",*,24,6,11,0.545,4,8,0.5,3,5,0.6,0,3,3,1,3,1,0,0,19,18.2,23
2025-11-22,WAS,@,CHI,"L, 120-121",*,37,7,10,0.7,3,6,0.5,3,3,1.0,1,4,5,5,1,0,1,1,20,20.8,6
2025-11-21,WAS,@,TOR,"L, 110-140",,19,3,6,0.5,2,4,0.5,1,2,0.5,0,3,3,1,1,0,0,0,9,8.2,-17
2025-11-19,WAS,@,MIN,"L, 109-120",,11,0,4,0.0,0,2,0.0,0,0,,1,0,1,1,0,0,1,0,0,-2.4,-12
2025-11-16,WAS,,BRK,"L, 106-129",,15,2,4,0.5,0,2,0.0,0,0,,0,2,2,0,1,0,0,1,4,3.2,-8
