"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2022-23,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2023-24,23,NOP,NBA,PF,8,0,23,0,0,39,48,14,-8.3,-13.1,1,0,2,0,0,0,2,0,0,
2024-25,24,CHI,NBA,PF,12,0,53,0,0,0,38,62,-2.5,-1.2,0,1,4,1,1,0,9,0,0,
2025-26,25,BRK,NBA,PF,7,0,32,0,0,13,55,32,26.3,38.2,0,0,2,0,1,1,0,1,1,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,27,0,108,0,0,12,45,43,4.8,7.9,1,1,8,1,2,1,11,1,1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,328,0,0,12,45,43,4.8,7.9,3,3,24,3,6,3,33,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,12,0,53,0,0,0,38,62,-2.5,-1.2,0,1,4,1,1,0,9,0,0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,8,0,23,0,0,39,48,14,-8.3,-13.1,1,0,2,0,0,0,2,0,0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,7,0,32,0,0,13,55,32,26.3,38.2,0,0,2,0,1,1,0,1,1,
