Season,Team,Lg,Salary
2015-16,Memphis Grizzlies,NBA,"$1,230,840"
2016-17,Memphis Grizzlies,NBA,"$1,286,160"
2017-18,Memphis Grizzlies,NBA,"$1,471,382"
2018-19,Orlando Magic,NBA,"$2,416,222"
Career,(may be incomplete),,"$6,404,604"
