Season,Team,Lg,Salary
2020-21,Philadelphia 76ers,NBA,"$2,478,840"
2021-22,Philadelphia 76ers,NBA,"$2,602,920"
2022-23,Philadelphia 76ers,NBA,"$2,726,880"
2023-24,Philadelphia 76ers,NBA,"$4,343,920"
2024-25,Philadelphia 76ers,NBA,"$35,147,000"
Career,(may be incomplete),,"$47,299,560"
