Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2023-24,23.0,PHI,NBA,PG,1,0,17:00,3,5,0.6,2,4,0.5,2,2,1.0,2,3,3,0,0,0,0,10
Career,,,NBA,,1,0,17,3,5,0.6,2,4,0.5,2,2,1.0,2,3,3,0,0,0,0,10
