Season,Team,Lg,Salary
2003-04,Portland Trail Blazers,NBA,"$941,040"
2004-05,Portland Trail Blazers,NBA,"$1,011,600"
2005-06,Portland Trail Blazers,NBA,"$1,082,160"
2006-07,Portland Trail Blazers,NBA,"$1,836,426"
2007-08,Portland Trail Blazers,NBA,"$4,000,000"
2008-09,Portland Trail Blazers,NBA,"$4,000,000"
2009-10,Los Angeles Clippers,NBA,"$4,000,000"
2010-11,New Jersey Nets,NBA,"$7,000,000"
2011-12,New Jersey Nets,NBA,"$4,000,000"
2011-12,Sacramento Kings,NBA,"$3,000,000"
2012-13,Sacramento Kings,NBA,"$3,000,000"
2012-13,Brooklyn Nets,NBA,"$1,000,000"
2013-14,Sacramento Kings,NBA,"$3,000,000"
2014-15,Brooklyn Nets,NBA,"$4,000,000"
2014-15,Philadelphia 76ers,NBA,"$3,000,000"
Career,(may be incomplete),,"$44,871,226"
