Season,Team,Lg,Salary
2022-23,New Orleans Pelicans,NBA,"$5,508,600"
2023-24,New Orleans Pelicans,NBA,"$5,784,120"
2024-25,Atlanta Hawks,NBA,"$6,059,520"
Career,(may be incomplete),,"$17,352,240"
