Season,Team,Lg,Salary
2004-05,Dallas Mavericks,NBA,"$2,741,880"
2005-06,Dallas Mavericks,NBA,"$2,947,440"
2006-07,Dallas Mavericks,NBA,"$3,153,120"
2007-08,New Jersey Nets,NBA,"$3,995,003"
2008-09,New Jersey Nets,NBA,"$7,800,000"
2009-10,New Jersey Nets,NBA,"$8,400,000"
2010-11,Utah Jazz,NBA,"$8,981,000"
2011-12,Utah Jazz,NBA,"$9,319,000"
2012-13,Atlanta Hawks,NBA,"$8,500,000"
2013-14,Dallas Mavericks,NBA,"$1,272,279"
2014-15,Dallas Mavericks,NBA,"$3,878,000"
2015-16,Dallas Mavericks,NBA,"$4,053,000"
2016-17,Dallas Mavericks,NBA,"$4,228,000"
2017-18,Denver Nuggets,NBA,"$4,402,546"
2018-19,Dallas Mavericks,NBA,"$2,393,887"
Career,(may be incomplete),,"$76,065,155"
