Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,27.0,CHI,NBA,C,1,0,16:12,4,7,0.571,0,0,,0,0,,3,10,3,0,1,1,1,8
2013-14,28.0,CHI,NBA,C,1,0,20:46,4,5,0.8,0,0,,0,0,,0,5,5,1,0,1,2,8
Career,,,NBA,,2,0,37,8,12,0.667,0,0,,0,0,,3,15,8,1,1,2,3,16
