Highlight,Unnamed: 1,In Stathead
"Career high, Points",30.0,View full stats from top 20 games
"Career high, Rebounds",23.0,View full stats from top 20 games
"Career high, Assists",14.0,View full stats from top 20 games
"Career high, Steals",5.0,View full stats from top 20 games
"Career high, Blocks",11.0,View full stats from top 20 games
"Career high, Game Score",36.4,View full stats from top 20 games
Triple-Doubles,7.0,View all
