Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2008-09,23,CHI,NBA,C,7.0,7.0,271.0,3.5,6.8,0.51,0.0,0.0,3.5,6.8,0.51,0.51,2.5,3.3,0.76,3.7,8.5,12.2,2.1,0.8,2.0,1.1,4.1,9.4,
2009-10,24,CHI,NBA,C,5.0,5.0,188.0,5.4,10.1,0.528,0.0,0.0,5.4,10.1,0.528,0.528,3.4,3.6,0.947,3.8,8.6,12.4,2.5,1.7,1.3,2.9,3.8,14.2,
2010-11,25,CHI,NBA,C,16.0,16.0,529.0,3.5,8.4,0.411,0.0,0.0,3.5,8.4,0.411,0.411,2.5,3.5,0.725,4.6,6.5,11.1,2.7,1.1,2.2,1.3,4.3,9.5,
2011-12,26,CHI,NBA,C,3.0,3.0,99.0,6.9,9.5,0.731,0.0,0.0,6.9,9.5,0.731,0.731,2.5,4.0,0.636,3.3,6.9,10.2,3.3,0.7,1.5,0.4,1.8,16.4,
2012-13,27,CHI,NBA,C,12.0,12.0,409.0,4.6,10.5,0.437,0.0,0.0,4.6,10.5,0.437,0.437,2.2,3.4,0.641,4.6,5.5,10.1,2.5,0.9,2.3,2.1,3.8,11.4,
2013-14,28,CHI,NBA,C,5.0,5.0,210.0,3.6,7.0,0.512,0.0,0.0,3.6,7.0,0.512,0.512,1.7,2.9,0.588,2.6,8.4,11.0,3.9,0.9,1.2,3.3,3.3,8.9,
2014-15,29,CHI,NBA,C,12.0,12.0,395.0,2.8,6.9,0.408,0.0,0.0,2.8,6.9,0.408,0.408,0.6,1.8,0.35,4.1,7.9,12.0,3.5,0.9,1.3,1.8,3.4,6.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,34,LAC,NBA,C,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,62.0,60.0,2103.0,3.9,8.4,0.465,0.0,0.0,3.9,8.4,0.465,0.465,2.1,3.1,0.676,4.1,7.2,11.3,2.9,1.0,1.8,1.8,3.7,9.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (7 Yrs),CHI (7 Yrs),CHI (7 Yrs),CHI (7 Yrs),,60.0,60.0,2101.0,3.9,8.4,0.465,0.0,0.0,3.9,8.4,0.465,0.465,2.1,3.1,0.676,4.1,7.2,11.3,2.9,1.0,1.8,1.8,3.7,9.9,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
