"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2005-06,23,HOU,NBA,SG,80.0,27.0,2310.0,0.403,16.5,0.503,0.233,0.059,0.056,0.156,0.497,0.445,0.558,0.378,0.314,0.347,0.361,0.39,0.814,0.005,3.0,0.361,0.434,1.0,0.0,ROY-7
2006-07,24,HOU,NBA,SG,80.0,10.0,2211.0,0.437,18.1,0.427,0.201,0.033,0.047,0.146,0.573,0.431,0.553,0.348,0.364,0.304,0.441,0.488,0.768,0.006,4.0,0.299,0.483,3.0,0.0,6MOY-8
2007-08,25,HOU,NBA,SG,73.0,17.0,1379.0,0.432,15.9,0.528,0.308,0.025,0.027,0.168,0.472,0.504,0.551,0.333,0.154,0.5,0.351,0.433,0.734,0.002,1.0,0.12,0.333,1.0,0.0,
2008-09,26,2TM,NBA,PG,32.0,4.0,498.0,0.382,15.2,0.625,0.257,0.097,0.083,0.188,0.375,0.389,0.541,0.286,0.25,0.296,0.37,0.486,0.75,0.0,0.0,0.296,0.375,1.0,0.0,
2008-09,26,HOU,NBA,PG,22.0,4.0,322.0,0.386,15.0,0.624,0.267,0.079,0.079,0.198,0.376,0.397,0.556,0.25,0.375,0.25,0.368,0.56,0.786,0.0,0.0,0.237,0.333,0.0,0.0,
2008-09,26,MIA,NBA,SG,10.0,0.0,176.0,0.372,15.4,0.628,0.233,0.14,0.093,0.163,0.372,0.37,0.5,0.333,0.0,0.429,0.375,0.3,0.667,0.0,0.0,0.438,0.429,1.0,0.0,
2009-10,27,IND,NBA,SG,47.0,10.0,813.0,0.437,15.5,0.662,0.254,0.064,0.058,0.286,0.338,0.481,0.633,0.45,0.333,0.382,0.352,0.404,0.784,0.003,1.0,0.238,0.48,0.0,0.0,
2010-11,28,SAC,NBA,PG,36.0,14.0,586.0,0.415,16.3,0.61,0.146,0.183,0.037,0.244,0.39,0.43,0.667,0.367,0.333,0.35,0.391,0.372,0.8,0.006,1.0,0.203,0.462,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,348.0,82.0,7797.0,0.423,16.1,0.521,0.237,0.056,0.048,0.18,0.479,0.454,0.569,0.368,0.308,0.369,0.388,0.429,0.776,0.004,10.0,0.27,0.446,6.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,19.0,1837.0,0.423,16.1,0.521,0.237,0.056,0.048,0.18,0.479,0.454,0.569,0.368,0.308,0.369,0.388,0.429,0.776,0.004,2.0,0.27,0.446,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (4 Yrs),HOU (4 Yrs),HOU (4 Yrs),HOU (4 Yrs),,255.0,58.0,6222.0,0.422,16.4,0.488,0.242,0.042,0.047,0.157,0.512,0.453,0.554,0.35,0.315,0.367,0.392,0.443,0.775,0.004,8.0,0.275,0.442,5.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,47.0,10.0,813.0,0.437,15.5,0.662,0.254,0.064,0.058,0.286,0.338,0.481,0.633,0.45,0.333,0.382,0.352,0.404,0.784,0.003,1.0,0.238,0.48,0.0,0.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,36.0,14.0,586.0,0.415,16.3,0.61,0.146,0.183,0.037,0.244,0.39,0.43,0.667,0.367,0.333,0.35,0.391,0.372,0.8,0.006,1.0,0.203,0.462,0.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,10.0,0.0,176.0,0.372,15.4,0.628,0.233,0.14,0.093,0.163,0.372,0.37,0.5,0.333,0.0,0.429,0.375,0.3,0.667,0.0,0.0,0.438,0.429,1.0,0.0,
