Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2001-02,19,HOU,NBA,PF,73,24,1896,7.0,19.1,.366,2.6,7.8,.330,4.4,11.3,.392,.434,1.8,2.5,.744,3.4,8.6,11.9,1.5,0.5,3.8,1.3,3.4,18.4,101,107,
2002-03,20,HOU,NBA,PF,77,66,1890,7.8,19.4,.400,1.8,5.5,.333,5.9,13.9,.426,.447,1.7,2.7,.617,3.9,9.2,13.2,2.5,1.5,3.2,2.2,3.9,19.0,100,100,
2003-04,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab,Did not play - rehab
2004-05,22,MIN,NBA,PF,70,0,1492,7.3,18.9,.387,2.4,7.4,.328,4.9,11.5,.425,.451,2.0,2.8,.718,4.6,11.7,16.4,1.9,0.8,4.3,2.0,4.3,19.0,102,101,
2005-06,23,MIN,NBA,C,70,27,1359,5.2,14.7,.351,0.6,3.3,.195,4.5,11.5,.396,.373,1.8,2.9,.595,4.3,11.2,15.5,1.6,0.5,5.9,1.7,5.0,12.7,90,99,
2006-07,24,MIN,NBA,PF,13,0,92,4.0,15.5,.259,0.0,0.6,.000,4.0,14.9,.269,.259,2.3,2.9,.800,4.0,10.3,14.3,2.3,0.0,4.0,3.4,4.6,10.3,70,105,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,303,117,6729,6.9,18.2,.377,1.9,6.0,.315,5.0,12.2,.408,.430,1.8,2.7,.671,4.0,10.0,14.0,1.9,0.8,4.2,1.8,4.1,17.5,99,102,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),,153,27,2943,6.2,16.8,.369,1.5,5.3,.289,4.7,11.6,.405,.414,1.9,2.9,.662,4.4,11.5,15.9,1.8,0.7,5.0,1.9,4.6,15.9,96,100,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,150,90,3786,7.4,19.3,.383,2.2,6.7,.331,5.2,12.6,.411,.440,1.7,2.6,.678,3.7,8.9,12.6,2.0,1.0,3.5,1.8,3.6,18.7,101,103,
