"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2004-05,24,MIA,NBA,PG,15.0,0.0,264.0,0.494,0.529,0.368,0.534,0.81,0.571,0.241,0.218,110.0,113.0,104.0,111.0,107.0,108.0,74.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,26,ORL,NBA,SG,4.0,0.0,65.0,0.48,0.5,0.333,0.5,0.667,0.525,0.24,0.12,105.0,103.0,93.0,101.0,89.0,97.0,73.0,56.0,
2007-08,27,ORL,NBA,PG,10.0,0.0,148.0,0.393,0.394,0.391,0.473,0.867,0.527,0.268,0.411,86.0,81.0,108.0,95.0,115.0,98.0,88.0,185.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,31,BOS,NBA,SG,20.0,0.0,212.0,0.438,0.5,0.393,0.552,0.667,0.558,0.063,0.583,98.0,105.0,113.0,113.0,89.0,106.0,23.0,258.0,
2012-13,32,MEM,NBA,PG,14.0,0.0,114.0,0.333,0.273,0.385,0.438,1.0,0.507,0.25,0.542,74.0,56.0,107.0,88.0,133.0,95.0,92.0,223.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,63.0,0.0,803.0,0.442,0.474,0.384,0.51,0.824,0.547,0.213,0.358,98.0,100.0,108.0,104.0,109.0,103.0,69.0,163.0,
,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,14.0,0.0,213.0,0.42,0.436,0.385,0.481,0.81,0.526,0.259,0.321,92.0,90.0,106.0,97.0,107.0,97.0,83.0,145.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,20.0,0.0,212.0,0.438,0.5,0.393,0.552,0.667,0.558,0.063,0.583,98.0,105.0,113.0,113.0,89.0,106.0,23.0,258.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,15.0,0.0,264.0,0.494,0.529,0.368,0.534,0.81,0.571,0.241,0.218,110.0,113.0,104.0,111.0,107.0,108.0,74.0,111.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,14.0,0.0,114.0,0.333,0.273,0.385,0.438,1.0,0.507,0.25,0.542,74.0,56.0,107.0,88.0,133.0,95.0,92.0,223.0,
