"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2018-19,22,BRK,NBA,PG,5.0,5.0,148.0,0.359,0.379,0.324,0.417,0.846,0.446,0.126,0.359,78.0,73.0,91.0,80.0,110.0,80.0,49.0,100.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,25,MIN,NBA,PG,6.0,6.0,196.0,0.333,0.293,0.387,0.417,0.75,0.455,0.222,0.431,72.0,55.0,109.0,78.0,97.0,80.0,90.0,108.0,
2022-23,26,LAL,NBA,PG,16.0,15.0,473.0,0.426,0.519,0.31,0.495,0.769,0.516,0.133,0.446,90.0,95.0,86.0,91.0,98.0,89.0,50.0,115.0,
2023-24,27,LAL,NBA,PG,5.0,5.0,185.0,0.384,0.483,0.318,0.479,0.5,0.481,0.027,0.603,81.0,89.0,87.0,88.0,64.0,83.0,11.0,153.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,32.0,31.0,1002.0,0.388,0.439,0.327,0.462,0.772,0.484,0.129,0.449,83.0,81.0,91.0,86.0,99.0,84.0,50.0,117.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,21.0,20.0,658.0,0.414,0.511,0.313,0.491,0.75,0.507,0.104,0.489,87.0,93.0,86.0,90.0,96.0,87.0,39.0,125.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,6.0,6.0,196.0,0.333,0.293,0.387,0.417,0.75,0.455,0.222,0.431,72.0,55.0,109.0,78.0,97.0,80.0,90.0,108.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,5.0,5.0,148.0,0.359,0.379,0.324,0.417,0.846,0.446,0.126,0.359,78.0,73.0,91.0,80.0,110.0,80.0,49.0,100.0,
