Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2012-13,25,OKC,NBA,C,4,0,26,1,2,0.5,0,0,1,2,0.5,0.5,0,0,1,5,6,0,1,0,2,7,2,0,
2013-14,26,OKC,NBA,C,2,0,7,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,4,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,6,0,33,1,2,0.5,0,0,1,2,0.5,0.5,0,0,1,5,6,0,1,0,2,11,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,451,14,27,0.5,0,0,14,27,0.5,0.5,0,0,14,68,82,0,14,0,27,150,27,0,
