Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2012-13,25,OKC,NBA,C,4,0,26,1.4,2.8,0.5,0.0,0.0,1.4,2.8,0.5,0.5,0.0,0.0,1.4,6.9,8.3,0.0,1.4,0.0,2.8,9.7,2.8,
2013-14,26,OKC,NBA,C,2,0,7,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,6,0,33,1.1,2.2,0.5,0.0,0.0,1.1,2.2,0.5,0.5,0.0,0.0,1.1,5.5,6.5,0.0,1.1,0.0,2.2,12.0,2.2,
