Highlight,Unnamed: 1,In Stathead
"Career high, Points",52.0,View full stats from top 20 games
"Career high, Rebounds",11.0,View full stats from top 20 games
"Career high, Assists",15.0,View full stats from top 20 games
"Career high, Steals",5.0,View full stats from top 20 games
"Career high, Blocks",2.0,View full stats from top 20 games
"Career high, Game Score",43.2,View full stats from top 20 games
Triple-Doubles,1.0,View all
