Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2020-21,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2021-22,21,OKC,NBA,SG,30,8,690,68,167,.407,32,98,.327,36,69,.522,.503,19,22,.864,18,83,101,57,19,8,29,65,187,0,
2022-23,22,ATL,NBA,PG,29,0,165,15,37,.405,5,21,.238,10,16,.625,.473,1,2,.500,6,20,26,17,5,1,5,17,36,0,
2023-24,23,ATL,NBA,PG,22,14,541,51,104,.490,28,68,.412,23,36,.639,.625,5,6,.833,11,41,52,50,13,6,20,48,135,0,
2024-25,24,ATL,NBA,PG,57,16,1153,145,292,.497,90,206,.437,55,86,.640,.651,32,45,.711,22,134,156,147,36,26,50,105,412,0,
2025-26,25,ATL,NBA,PG,18,1,415,62,123,.504,44,96,.458,18,27,.667,.683,11,16,.688,8,33,41,33,11,5,14,40,179,0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,156,39,2964,341,723,.472,199,489,.407,142,234,.607,.609,68,91,.747,65,311,376,304,84,46,118,275,949,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,21,1558,179,380,.472,105,257,.407,75,123,.607,.609,36,48,.747,34,163,198,160,44,24,62,145,499,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),,126,31,2274,273,556,.491,167,391,.427,106,165,.642,.641,49,69,.710,47,228,275,247,65,38,89,210,762,0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,30,8,690,68,167,.407,32,98,.327,36,69,.522,.503,19,22,.864,18,83,101,57,19,8,29,65,187,0,
