"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2007-08,21,DET,NBA,PG,57.0,2.0,1081.0,0.401,9.4,0.958,0.453,0.086,0.094,0.325,0.042,0.41,0.474,0.242,0.389,0.371,0.188,0.313,0.333,0.024,9.0,0.125,0.0,1.0,0.0,
2008-09,22,DET,NBA,PG,79.0,65.0,2517.0,0.439,10.3,0.915,0.419,0.081,0.134,0.28,0.085,0.453,0.496,0.514,0.385,0.402,0.295,0.27,0.783,0.005,5.0,0.103,0.0,6.0,0.0,
2009-10,23,DET,NBA,PG,73.0,67.0,2499.0,0.405,10.2,0.929,0.36,0.139,0.165,0.265,0.071,0.418,0.486,0.364,0.377,0.381,0.228,0.313,0.667,0.006,5.0,0.19,0.267,3.0,0.0,
2010-11,24,DET,NBA,PG,70.0,54.0,2183.0,0.439,9.7,0.891,0.403,0.169,0.116,0.203,0.109,0.457,0.565,0.364,0.375,0.369,0.289,0.359,0.692,0.008,7.0,0.278,0.24,4.0,0.0,
2011-12,25,DET,NBA,SG,55.0,48.0,1644.0,0.429,10.3,0.826,0.389,0.173,0.102,0.162,0.174,0.452,0.53,0.408,0.443,0.32,0.317,0.336,0.758,0.008,2.0,0.212,0.318,1.0,0.0,
2012-13,26,DET,NBA,SG,76.0,24.0,2171.0,0.406,11.5,0.757,0.328,0.222,0.09,0.118,0.243,0.44,0.551,0.349,0.328,0.386,0.302,0.365,0.836,0.008,5.0,0.269,0.327,6.0,0.0,
2013-14,27,DET,NBA,SG,73.0,5.0,1950.0,0.436,10.8,0.897,0.277,0.239,0.156,0.225,0.103,0.455,0.648,0.353,0.406,0.359,0.273,0.405,1.0,0.002,2.0,0.557,0.367,4.0,0.0,
2014-15,28,IND,NBA,PG,71.0,36.0,1874.0,0.44,12.1,0.813,0.257,0.166,0.156,0.233,0.187,0.452,0.572,0.416,0.415,0.369,0.39,0.39,0.8,0.001,0.0,0.305,0.442,2.0,0.0,
2015-16,29,IND,NBA,PG,58.0,1.0,1275.0,0.413,12.4,0.813,0.287,0.129,0.129,0.271,0.187,0.453,0.575,0.368,0.404,0.383,0.241,0.405,0.85,0.002,0.0,0.41,0.206,3.0,0.0,
2016-17,30,IND,NBA,PG,39.0,0.0,696.0,0.373,14.4,0.754,0.213,0.131,0.168,0.242,0.246,0.391,0.5,0.313,0.463,0.288,0.317,0.181,0.789,0.0,0.0,0.333,0.35,2.0,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,651.0,302.0,17890.0,0.423,11.1,0.866,0.346,0.158,0.133,0.229,0.134,0.442,0.537,0.375,0.394,0.372,0.3,0.342,0.797,0.006,35.0,0.29,0.315,32.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,38.0,2253.0,0.423,11.1,0.866,0.346,0.158,0.133,0.229,0.134,0.442,0.537,0.375,0.394,0.372,0.3,0.342,0.797,0.006,4.0,0.29,0.315,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (7 Yrs),DET (7 Yrs),DET (7 Yrs),DET (7 Yrs),,483.0,265.0,14045.0,0.423,10.3,0.883,0.369,0.161,0.129,0.225,0.117,0.442,0.532,0.372,0.385,0.375,0.286,0.336,0.791,0.008,35.0,0.267,0.3,25.0,0.0,
IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),,168.0,37.0,3845.0,0.421,13.0,0.803,0.259,0.149,0.15,0.246,0.197,0.443,0.563,0.388,0.421,0.361,0.331,0.365,0.809,0.001,0.0,0.342,0.34,7.0,0.0,
