Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2025-26,20,PHI,NBA,SG,16,16,36.4,5.7,13.9,0.41,1.9,5.4,0.36,3.8,8.5,0.441,0.48,1.8,2.4,0.737,1.9,3.8,5.8,4.1,1.3,0.4,1.9,3.1,15.1,
1 Yr,1 Yr,1 Yr,1 Yr,,16,16,36.4,5.7,13.9,0.41,1.9,5.4,0.36,3.8,8.5,0.441,0.48,1.8,2.4,0.737,1.9,3.8,5.8,4.1,1.3,0.4,1.9,3.1,15.1,
