"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2007-08,22,BOS,NBA,C,17.0,0.0,137.0,0.412,0.424,0.0,0.412,0.611,0.465,0.529,0.029,90.0,88.0,0.0,83.0,81.0,86.0,173.0,13.0,
2008-09,23,BOS,NBA,C,14.0,14.0,510.0,0.491,0.491,,0.491,0.71,0.538,0.394,0.0,107.0,101.0,,98.0,92.0,99.0,129.0,0.0,
2009-10,24,BOS,NBA,PF,24.0,1.0,483.0,0.476,0.488,0.0,0.476,0.722,0.551,0.637,0.024,103.0,99.0,0.0,95.0,95.0,102.0,212.0,11.0,
2010-11,25,BOS,NBA,C,9.0,0.0,191.0,0.391,0.4,0.0,0.391,0.727,0.433,0.239,0.022,85.0,82.0,0.0,79.0,95.0,80.0,80.0,10.0,
2011-12,26,ORL,NBA,PF,5.0,5.0,190.0,0.438,0.438,,0.438,0.773,0.481,0.247,0.0,98.0,92.0,,90.0,103.0,91.0,90.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,28,LAC,NBA,PF,13.0,0.0,158.0,0.61,0.61,,0.61,,0.61,0.0,0.0,134.0,125.0,,122.0,,113.0,0.0,0.0,
2014-15,29,LAC,NBA,PF,14.0,0.0,144.0,0.447,0.459,0.0,0.447,0.778,0.489,0.237,0.026,100.0,95.0,0.0,90.0,104.0,91.0,87.0,10.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,96.0,20.0,1813.0,0.472,0.477,0.0,0.472,0.716,0.521,0.38,0.011,104.0,98.0,0.0,95.0,94.0,96.0,127.0,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,
BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),,64.0,15.0,1321.0,0.467,0.473,0.0,0.467,0.706,0.524,0.467,0.013,102.0,97.0,0.0,93.0,93.0,96.0,154.0,6.0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,27.0,0.0,302.0,0.532,0.538,0.0,0.532,0.778,0.548,0.114,0.013,118.0,111.0,0.0,107.0,104.0,102.0,42.0,5.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,5.0,5.0,190.0,0.438,0.438,,0.438,0.773,0.481,0.247,0.0,98.0,92.0,,90.0,103.0,91.0,90.0,0.0,
