"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2018-19,21,SAS,NBA,PF,29.0,0.0,145.0,0.328,0.339,0.0,0.328,0.765,0.389,0.293,0.034,71.0,65.0,0.0,62.0,100.0,70.0,113.0,10.0,-22.8,-22.3,
2019-20,22,SAS,NBA,C,18.0,0.0,105.0,0.571,0.6,0.0,0.571,0.769,0.608,0.31,0.048,124.0,115.0,0.0,108.0,100.0,108.0,119.0,12.0,3.6,4.1,
2020-21,23,SAC,NBA,C,36.0,6.0,488.0,0.508,0.549,0.351,0.545,0.721,0.571,0.24,0.207,109.0,104.0,96.0,101.0,93.0,100.0,97.0,53.0,2.4,-0.3,
2021-22,24,SAC,NBA,C,60.0,20.0,1279.0,0.452,0.555,0.306,0.516,0.78,0.546,0.203,0.414,98.0,104.0,87.0,97.0,101.0,96.0,82.0,104.0,-14.5,-19.6,
2022-23,25,SAC,NBA,PF,66.0,0.0,689.0,0.589,0.663,0.237,0.61,0.74,0.639,0.333,0.174,124.0,121.0,66.0,112.0,95.0,110.0,125.0,45.0,28.2,29.1,
2023-24,26,2TM,NBA,C,51.0,12.0,859.0,0.504,0.633,0.298,0.561,0.906,0.61,0.262,0.385,106.0,116.0,81.0,103.0,116.0,105.0,107.0,98.0,7.3,16.3,
2023-24,26,PHO,NBA,C,37.0,5.0,448.0,0.508,0.646,0.294,0.565,0.884,0.621,0.331,0.392,107.0,118.0,80.0,103.0,113.0,107.0,135.0,99.0,4.9,12.3,
2023-24,26,DET,NBA,C,14.0,7.0,411.0,0.5,0.62,0.302,0.557,0.952,0.596,0.184,0.377,105.0,114.0,83.0,102.0,121.0,103.0,75.0,96.0,2.4,4.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,260.0,38.0,3565.0,0.495,0.579,0.298,0.539,0.787,0.575,0.253,0.301,106.0,108.0,83.0,100.0,101.0,100.0,100.0,76.0,4.2,7.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),,162.0,26.0,2456.0,0.499,0.587,0.303,0.546,0.754,0.576,0.244,0.308,107.0,109.0,85.0,102.0,97.0,101.0,96.0,78.0,16.1,9.2,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,47.0,0.0,250.0,0.43,0.448,0.0,0.43,0.767,0.481,0.3,0.04,93.0,86.0,0.0,82.0,100.0,86.0,116.0,11.0,-19.2,-18.2,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,37.0,5.0,448.0,0.508,0.646,0.294,0.565,0.884,0.621,0.331,0.392,107.0,118.0,80.0,103.0,113.0,107.0,135.0,99.0,4.9,12.3,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,14.0,7.0,411.0,0.5,0.62,0.302,0.557,0.952,0.596,0.184,0.377,105.0,114.0,83.0,102.0,121.0,103.0,75.0,96.0,2.4,4.0,
