Season,Team,Lg,Salary
2004-05,Toronto Raptors,NBA,"$385,277"
2005-06,Toronto Raptors,NBA,"$2,000,000"
2006-07,San Antonio Spurs,NBA,"$2,000,000"
2007-08,San Antonio Spurs,NBA,"$2,678,000"
2008-09,San Antonio Spurs,NBA,"$2,987,000"
2009-10,San Antonio Spurs,NBA,"$3,240,380"
2010-11,San Antonio Spurs,NBA,"$3,000,000"
2011-12,San Antonio Spurs,NBA,"$3,315,000"
2012-13,San Antonio Spurs,NBA,"$3,630,000"
2013-14,San Antonio Spurs,NBA,"$3,945,000"
2014-15,San Antonio Spurs,NBA,"$1,448,490"
2015-16,San Antonio Spurs,NBA,"$1,499,187"
Career,(may be incomplete),,"$30,128,334"
