Season,Team,Lg,Salary
2009-10,Charlotte Bobcats,NBA,"$457,588"
2010-11,Charlotte Bobcats,NBA,"$762,195"
2011-12,Charlotte Bobcats,NBA,"$854,389"
Career,(may be incomplete),,"$2,074,172"
