"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Derrick Brown,,2.3,1.3,1.0
Al Thornton,94.7,2.2,1.3,1.1
Cliff Pondexter,93.6,2.2,1.5,1.0
Joe Bryant,93.4,2.2,1.3,1.2
Mark Alarie,92.5,2.2,1.5,0.9
Mark Bryant,90.3,2.1,1.1,1.0
Earl Cureton,89.8,2.1,1.2,0.8
Chuma Okeke,89.1,2.2,1.3,0.7
Howard Porter,88.1,2.7,1.1,1.0
Grady Lewis,87.5,2.4,1.1,0.8
Bryon Russell,87.2,2.1,1.4,0.8
