"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
1999-00,18.0,STANFORD,31,883,139,298,74,170,97,136,32,93,70,14,1,55,40,449,0.466,0.435,0.713,28.5,14.5,3.0,2.3
2000-01,19.0,STANFORD,34,1079,203,400,84,178,126,155,28,136,78,18,3,65,38,616,0.508,0.472,0.813,31.7,18.1,4.0,2.3
2001-02,20.0,STANFORD,30,1058,205,465,64,172,184,237,45,135,106,18,3,73,55,658,0.441,0.372,0.776,35.3,21.9,4.5,3.5
Career,,,95,3020,547,1163,222,520,407,528,105,364,254,50,7,193,133,1723,0.47,0.427,0.771,31.8,18.1,3.8,2.7
