Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2013-14,23,NOP,NBA,C,58.0,4.0,684.0,69.0,129.0,0.535,0.0,1.0,0.0,69.0,128.0,0.539,0.535,52.0,73.0,0.712,49.0,101.0,150.0,26.0,15.0,50.0,20.0,73.0,190.0,0.0,
2014-15,24,NOP,NBA,C,37.0,0.0,259.0,32.0,64.0,0.5,0.0,0.0,,32.0,64.0,0.5,0.5,34.0,50.0,0.68,23.0,41.0,64.0,11.0,4.0,18.0,12.0,26.0,98.0,0.0,
2015-16,25,UTA,NBA,C,51.0,10.0,658.0,87.0,162.0,0.537,0.0,2.0,0.0,87.0,160.0,0.544,0.537,43.0,59.0,0.729,56.0,117.0,173.0,20.0,21.0,53.0,28.0,75.0,217.0,0.0,
2016-17,26,UTA,NBA,C,51.0,1.0,432.0,55.0,103.0,0.534,0.0,1.0,0.0,55.0,102.0,0.539,0.534,36.0,48.0,0.75,52.0,69.0,121.0,7.0,16.0,32.0,14.0,52.0,146.0,0.0,
2017-18,27,DAL,NBA,C,10.0,0.0,39.0,6.0,16.0,0.375,2.0,10.0,0.2,4.0,6.0,0.667,0.438,1.0,2.0,0.5,1.0,9.0,10.0,0.0,0.0,3.0,2.0,3.0,15.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,207.0,15.0,2072.0,249.0,474.0,0.525,2.0,14.0,0.143,247.0,460.0,0.537,0.527,166.0,232.0,0.716,181.0,337.0,518.0,64.0,56.0,156.0,76.0,229.0,666.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,6.0,821.0,99.0,188.0,0.525,1.0,6.0,0.143,98.0,182.0,0.537,0.527,66.0,92.0,0.716,72.0,133.0,205.0,25.0,22.0,62.0,30.0,91.0,264.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,102.0,11.0,1090.0,142.0,265.0,0.536,0.0,3.0,0.0,142.0,262.0,0.542,0.536,79.0,107.0,0.738,108.0,186.0,294.0,27.0,37.0,85.0,42.0,127.0,363.0,0.0,
NOP (2 Yrs),NOP (2 Yrs),NOP (2 Yrs),NOP (2 Yrs),,95.0,4.0,943.0,101.0,193.0,0.523,0.0,1.0,0.0,101.0,192.0,0.526,0.523,86.0,123.0,0.699,72.0,142.0,214.0,37.0,19.0,68.0,32.0,99.0,288.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,10.0,0.0,39.0,6.0,16.0,0.375,2.0,10.0,0.2,4.0,6.0,0.667,0.438,1.0,2.0,0.5,1.0,9.0,10.0,0.0,0.0,3.0,2.0,3.0,15.0,0.0,
