Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,25,OKC,NBA,PF,5,0,17,8.5,10.6,0.8,0.0,0.0,8.5,10.6,0.8,0.8,0.0,0.0,2.1,2.1,4.2,0.0,0.0,0.0,2.1,2.1,16.9,
1 Yr,1 Yr,1 Yr,1 Yr,,5,0,17,8.5,10.6,0.8,0.0,0.0,8.5,10.6,0.8,0.8,0.0,0.0,2.1,2.1,4.2,0.0,0.0,0.0,2.1,2.1,16.9,
