Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,21.0,ATL,NBA,PG,1,1,15:45,4,10,0.4,2,6,0.333,0,0,,0,3,10,0,0,4,1,10
2021-22,23.0,ATL,NBA,PG,1,1,19:06,5,13,0.385,3,9,0.333,0,0,,0,2,10,2,0,3,0,13
2023-24,25.0,ATL,NBA,PG,1,0,14:28,2,6,0.333,1,4,0.25,0,0,,1,3,7,0,0,1,1,5
2024-25,26.0,ATL,NBA,PG,1,0,6:22,2,2,1.0,0,0,,0,0,,0,0,5,0,0,1,0,4
2024-25,26.0,ATL,NBA,PG,1,0,4:38,0,3,0.0,0,3,0.0,0,0,,1,2,2,0,0,0,0,0
Career,,,NBA,,5,2,60,13,34,0.382,6,22,0.273,0,0,,2,10,34,2,0,9,2,32
