"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2017-18,20,CHI,NBA,PF,68.0,68.0,2020.0,0.434,0.497,0.362,0.518,0.843,0.552,0.193,0.465,94.0,97.0,100.0,99.0,110.0,99.0,76.0,138.0,-5.5,-7.0,
2018-19,21,CHI,NBA,PF,52.0,51.0,1682.0,0.43,0.479,0.361,0.506,0.872,0.553,0.245,0.418,93.0,92.0,102.0,96.0,114.0,99.0,95.0,116.0,-29.5,-11.8,
2019-20,22,CHI,NBA,PF,50.0,50.0,1492.0,0.425,0.518,0.344,0.517,0.824,0.56,0.259,0.536,92.0,99.0,96.0,98.0,107.0,99.0,100.0,140.0,-14.1,-6.5,
2020-21,23,CHI,NBA,PF,51.0,26.0,1317.0,0.48,0.582,0.402,0.594,0.826,0.619,0.177,0.568,103.0,110.0,110.0,110.0,106.0,108.0,72.0,145.0,58.5,52.9,
2021-22,24,CLE,NBA,SF,61.0,61.0,1878.0,0.445,0.548,0.358,0.542,0.868,0.582,0.226,0.541,97.0,103.0,101.0,102.0,112.0,103.0,91.0,135.0,14.4,25.0,
2022-23,25,UTA,NBA,PF,66.0,66.0,2273.0,0.499,0.585,0.391,0.586,0.875,0.64,0.348,0.446,105.0,107.0,109.0,107.0,112.0,110.0,131.0,115.0,93.4,155.8,"MIP-1,AS"
2023-24,26,UTA,NBA,PF,55.0,55.0,1820.0,0.48,0.559,0.399,0.578,0.899,0.631,0.311,0.493,101.0,102.0,109.0,106.0,115.0,109.0,127.0,125.0,56.2,104.2,
2024-25,27,UTA,NBA,PF,47.0,47.0,1476.0,0.423,0.525,0.346,0.521,0.876,0.571,0.264,0.57,91.0,96.0,96.0,96.0,112.0,99.0,109.0,135.0,-30.3,-8.5,
2025-26,28,UTA,NBA,PF,14.0,14.0,502.0,0.485,0.566,0.385,0.571,0.885,0.625,0.319,0.449,104.0,104.0,108.0,105.0,112.0,107.0,112.0,107.0,17.6,29.5,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,464.0,438.0,14460.0,0.456,0.539,0.372,0.548,0.868,0.594,0.265,0.493,98.0,101.0,103.0,102.0,112.0,104.0,104.0,128.0,160.7,333.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (4 Yrs),CHI (4 Yrs),CHI (4 Yrs),CHI (4 Yrs),,221.0,195.0,6511.0,0.44,0.509,0.366,0.529,0.845,0.566,0.219,0.486,95.0,98.0,102.0,100.0,110.0,101.0,86.0,133.0,9.4,27.6,
UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),,182.0,182.0,6071.0,0.474,0.564,0.381,0.567,0.883,0.62,0.315,0.489,100.0,103.0,105.0,104.0,113.0,107.0,123.0,122.0,136.9,281.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,61.0,61.0,1878.0,0.445,0.548,0.358,0.542,0.868,0.582,0.226,0.541,97.0,103.0,101.0,102.0,112.0,103.0,91.0,135.0,14.4,25.0,
