Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2007-08,23,NOH,NBA,C,8.0,0.0,72.0,14.5,0.603,0.0,0.769,14.2,16.9,15.5,0.0,0.0,7.5,18.7,14.4,0.1,0.1,0.2,0.12,-2.3,0.4,-1.9,0.0,
2008-09,24,NOH,NBA,C,4.0,1.0,53.0,2.3,0.431,0.0,0.769,6.6,12.0,9.2,4.0,4.0,1.6,25.6,21.0,-0.2,0.0,-0.2,-0.17,-10.0,0.0,-10.0,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,26,ATL,NBA,C,8.0,0.0,35.0,6.4,0.327,0.0,1.2,13.9,20.6,17.3,4.3,4.8,0.0,20.7,13.5,-0.1,0.1,0.0,0.016,-6.1,0.9,-5.2,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,29,GSW,NBA,C,7.0,0.0,17.0,5.4,0.45,0.125,0.25,19.8,6.9,13.5,20.9,0.0,10.1,31.1,32.3,-0.1,0.0,-0.1,-0.218,-12.3,0.0,-12.3,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,27.0,1.0,177.0,8.3,0.477,0.026,0.718,12.4,15.2,13.8,4.1,2.2,4.5,23.8,17.9,-0.2,0.2,-0.1,-0.02,-6.3,0.3,-6.0,-0.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,3.0,538.0,8.3,0.477,0.026,0.718,12.4,15.2,13.8,4.1,2.2,4.5,23.8,17.9,-0.8,0.5,-0.2,-0.02,-6.3,0.3,-6.0,-0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,12.0,1.0,125.0,9.3,0.517,0.0,0.769,11.0,14.8,12.8,1.7,1.7,5.0,22.3,17.2,-0.1,0.1,0.0,-0.003,-5.5,0.2,-5.3,-0.1,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,8.0,0.0,35.0,6.4,0.327,0.0,1.2,13.9,20.6,17.3,4.3,4.8,0.0,20.7,13.5,-0.1,0.1,0.0,0.016,-6.1,0.9,-5.2,0.0,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,7.0,0.0,17.0,5.4,0.45,0.125,0.25,19.8,6.9,13.5,20.9,0.0,10.1,31.1,32.3,-0.1,0.0,-0.1,-0.218,-12.3,0.0,-12.3,0.0,
