Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2018-19,24,LAC,NBA,SG,4,0,12,6.0,18.0,0.333,3.0,9.0,0.333,3.0,9.0,0.333,0.417,0.0,0.0,0.0,12.0,12.0,0.0,3.0,0.0,0.0,6.0,15.0,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,12,6.0,18.0,0.333,3.0,9.0,0.333,3.0,9.0,0.333,0.417,0.0,0.0,0.0,12.0,12.0,0.0,3.0,0.0,0.0,6.0,15.0,
