Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2018-19,24,LAC,NBA,SG,4,0,12,7.8,23.5,0.333,3.9,11.8,0.333,3.9,11.8,0.333,0.417,0.0,0.0,0.0,15.7,15.7,0.0,3.9,0.0,0.0,7.8,19.6,84,112,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,12,7.8,23.5,0.333,3.9,11.8,0.333,3.9,11.8,0.333,0.417,0.0,0.0,0.0,15.7,15.7,0.0,3.9,0.0,0.0,7.8,19.6,84,112,
