Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2002-03,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2003-04,25,SAC,NBA,PF,73,7,976,133,273,.487,0,0,,133,273,.487,.487,71,88,.807,91,134,225,48,42,12,43,126,337,0,
2004-05,26,SAC,NBA,PF,81,21,1668,257,488,.527,0,3,.000,257,485,.530,.527,94,111,.847,125,219,344,114,51,18,70,206,608,0,
2005-06,27,CHI,NBA,PF,62,7,1329,236,491,.481,2,5,.400,234,486,.481,.483,94,115,.817,76,170,246,88,35,16,85,157,568,0,
2006-07,28,WAS,NBA,PF,37,1,700,118,225,.524,0,2,.000,118,223,.529,.524,46,54,.852,44,90,134,38,17,10,43,105,282,0,
2007-08,29,WAS,NBA,C,80,13,1554,214,467,.458,0,2,.000,214,465,.460,.458,67,73,.918,81,190,271,135,53,16,86,181,495,0,
2008-09,30,WAS,NBA,C,77,29,1521,243,457,.532,0,1,.000,243,456,.533,.532,80,90,.889,75,152,227,94,64,20,74,200,566,0,
2009-10,31,NOH,NBA,C,75,1,1410,241,488,.494,1,6,.167,240,482,.498,.495,60,74,.811,59,173,232,70,62,14,81,206,543,0,
2010-11,32,PHI,NBA,C,10,0,71,7,15,.467,0,0,,7,15,.467,.467,2,4,.500,2,8,10,2,0,0,4,16,16,0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,495,79,9229,1449,2904,.499,3,19,.158,1446,2885,.501,.499,514,609,.844,553,1136,1689,589,324,106,486,1197,3415,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,13,1529,240,481,.499,0,3,.158,240,478,.501,.499,85,101,.844,92,188,280,98,54,18,81,198,566,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),,194,43,3775,575,1149,.500,0,5,.000,575,1144,.503,.500,193,217,.889,200,432,632,267,134,46,203,486,1343,0,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,154,28,2644,390,761,.512,0,3,.000,390,758,.515,.512,165,199,.829,216,353,569,162,93,30,113,332,945,0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,75,1,1410,241,488,.494,1,6,.167,240,482,.498,.495,60,74,.811,59,173,232,70,62,14,81,206,543,0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,62,7,1329,236,491,.481,2,5,.400,234,486,.481,.483,94,115,.817,76,170,246,88,35,16,85,157,568,0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,10,0,71,7,15,.467,0,0,,7,15,.467,.467,2,4,.500,2,8,10,2,0,0,4,16,16,0,
