Season,Team,Lg,Salary
2016-17,Portland Trail Blazers,NBA,"$600,000"
2017-18,Portland Trail Blazers,NBA,"$1,312,611"
2018-19,Portland Trail Blazers,NBA,"$1,544,951"
2019-20,Minnesota Timberwolves,NBA,"$3,581,986"
2020-21,Minnesota Timberwolves,NBA,"$3,761,085"
2021-22,Minnesota Timberwolves,NBA,"$3,940,184"
Career,(may be incomplete),,"$14,740,817"
