"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2022-23,19,IND,NBA,SG,6,0,40,0.571,7.1,0.857,0.429,0.286,0.143,0.0,0.143,0.667,1.0,0.0,1.0,0.0,0.25,0.286,2,1.0,0.0,0,0,
2023-24,20,IND,NBA,SG,15,0,63,0.533,7.0,0.867,0.4,0.333,0.133,0.0,0.133,0.615,0.667,0.8,0.0,0.0,0.75,0.2,3,0.5,0.0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,21,0,103,0.545,7.1,0.864,0.409,0.318,0.136,0.0,0.136,0.632,0.778,0.571,0.333,0.0,0.583,0.227,5,0.667,0.0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,402,0.545,7.1,0.864,0.409,0.318,0.136,0.0,0.136,0.632,0.778,0.571,0.333,0.0,0.583,0.227,20,0.667,0.0,0,0,
