Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,20,IND,NBA,SG,7,0,25,2,6,0.333,0,0,2,6,0.333,0.333,0,0,0,3,3,2,0,1,3,2,4,0,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,25,2,6,0.333,0,0,2,6,0.333,0.333,0,0,0,3,3,2,0,1,3,2,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,293,23,70,0.333,0,0,23,70,0.333,0.333,0,0,0,35,35,23,0,12,35,23,47,0,
