Season,Team,Lg,Salary
2021-22,New Orleans Pelicans,NBA,"$1,700,000"
2022-23,New Orleans Pelicans,NBA,"$1,785,000"
2023-24,New Orleans Pelicans,NBA,"$12,015,150"
2024-25,New Orleans Pelicans,NBA,"$12,976,362"
Career,(may be incomplete),,"$28,476,512"
