Season,Team,Lg,Salary
2019-20,Los Angeles Lakers,NBA,"$898,310"
2020-21,Los Angeles Lakers,NBA,"$1,517,981"
2021-22,Los Angeles Lakers,NBA,"$9,500,000"
2022-23,Utah Jazz,NBA,"$10,260,000"
2023-24,Utah Jazz,NBA,"$11,020,000"
2024-25,Chicago Bulls,NBA,"$2,087,519"
Career,(may be incomplete),,"$35,283,810"
