"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2006-07,21,UTA,NBA,SG,8.0,0.0,41.0,0.6,0.6,,0.6,0.538,0.604,1.3,0.0,131.0,124.0,,121.0,72.0,112.0,397.0,0.0,
2007-08,22,UTA,NBA,SG,12.0,12.0,305.0,0.52,0.543,0.167,0.526,0.76,0.56,0.255,0.061,114.0,112.0,46.0,106.0,101.0,104.0,83.0,28.0,
2008-09,23,UTA,NBA,SF,5.0,5.0,158.0,0.408,0.426,0.0,0.408,0.688,0.455,0.327,0.041,89.0,88.0,0.0,82.0,89.0,84.0,107.0,18.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,25,CHI,NBA,SG,16.0,0.0,260.0,0.48,0.488,0.429,0.51,0.765,0.557,0.34,0.14,105.0,100.0,120.0,102.0,100.0,103.0,113.0,63.0,
2011-12,26,CHI,NBA,SG,5.0,0.0,83.0,0.25,0.25,,0.25,0.0,0.231,0.188,0.0,56.0,52.0,,51.0,0.0,44.0,68.0,0.0,
2012-13,27,OKC,NBA,SF,1.0,0.0,8.0,,,,,,,,,,,,,,,,,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,47.0,17.0,855.0,0.471,0.486,0.267,0.48,0.676,0.517,0.332,0.067,103.0,100.0,74.0,96.0,89.0,95.0,108.0,30.0,
,,,,,,,,,,,,,,,,,,,,,,,,
UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),,25.0,17.0,504.0,0.49,0.51,0.125,0.494,0.685,0.531,0.344,0.051,107.0,105.0,35.0,99.0,90.0,98.0,111.0,23.0,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,21.0,0.0,343.0,0.424,0.424,0.429,0.447,0.65,0.481,0.303,0.106,93.0,87.0,120.0,90.0,85.0,89.0,102.0,48.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,1.0,0.0,8.0,,,,,,,,,,,,,,,,,
