Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2016-17,31,TOR,NBA,SF,10.0,1.0,251.0,18.0,49.0,0.367,9.0,28.0,0.321,9.0,21.0,0.429,0.459,5.0,8.0,0.625,15.0,42.0,57.0,11.0,6.0,3.0,8.0,27.0,50.0,0.0,
2017-18,32,HOU,NBA,PF,17.0,17.0,569.0,52.0,108.0,0.481,35.0,75.0,0.467,17.0,33.0,0.515,0.644,12.0,18.0,0.667,23.0,88.0,111.0,22.0,11.0,13.0,14.0,46.0,151.0,0.0,
2018-19,33,HOU,NBA,PF,11.0,11.0,426.0,40.0,88.0,0.455,26.0,57.0,0.456,14.0,31.0,0.452,0.602,19.0,23.0,0.826,19.0,63.0,82.0,19.0,19.0,8.0,8.0,35.0,125.0,0.0,
2019-20,34,HOU,NBA,PF,12.0,12.0,414.0,35.0,88.0,0.398,25.0,67.0,0.373,10.0,21.0,0.476,0.54,0.0,0.0,,23.0,63.0,86.0,18.0,13.0,3.0,12.0,47.0,95.0,0.0,
2020-21,35,MIL,NBA,PF,23.0,19.0,681.0,38.0,98.0,0.388,19.0,59.0,0.322,19.0,39.0,0.487,0.485,3.0,4.0,0.75,48.0,63.0,111.0,25.0,22.0,3.0,10.0,77.0,98.0,0.0,
2021-22,36,MIA,NBA,PF,18.0,18.0,509.0,54.0,109.0,0.495,23.0,51.0,0.451,31.0,58.0,0.534,0.601,11.0,16.0,0.688,35.0,67.0,102.0,32.0,14.0,5.0,13.0,50.0,142.0,0.0,
2022-23,37,PHI,NBA,PF,11.0,11.0,294.0,19.0,51.0,0.373,14.0,40.0,0.35,5.0,11.0,0.455,0.51,2.0,3.0,0.667,18.0,32.0,50.0,16.0,13.0,3.0,5.0,28.0,54.0,0.0,
2023-24,38,LAC,NBA,PF,2.0,1.0,31.0,4.0,6.0,0.667,3.0,4.0,0.75,1.0,2.0,0.5,0.917,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,11.0,0.0,
2024-25,39,NYK,NBA,SF,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,105.0,90.0,3179.0,260.0,597.0,0.436,154.0,381.0,0.404,106.0,216.0,0.491,0.564,52.0,72.0,0.722,184.0,418.0,602.0,143.0,98.0,38.0,73.0,317.0,726.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,70.0,2483.0,203.0,466.0,0.436,120.0,298.0,0.404,83.0,169.0,0.491,0.564,41.0,56.0,0.722,144.0,326.0,470.0,112.0,77.0,30.0,57.0,248.0,567.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),,40.0,40.0,1409.0,127.0,284.0,0.447,86.0,199.0,0.432,41.0,85.0,0.482,0.599,31.0,41.0,0.756,65.0,214.0,279.0,59.0,43.0,24.0,34.0,128.0,371.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,23.0,19.0,681.0,38.0,98.0,0.388,19.0,59.0,0.322,19.0,39.0,0.487,0.485,3.0,4.0,0.75,48.0,63.0,111.0,25.0,22.0,3.0,10.0,77.0,98.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,18.0,18.0,509.0,54.0,109.0,0.495,23.0,51.0,0.451,31.0,58.0,0.534,0.601,11.0,16.0,0.688,35.0,67.0,102.0,32.0,14.0,5.0,13.0,50.0,142.0,0.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,11.0,11.0,294.0,19.0,51.0,0.373,14.0,40.0,0.35,5.0,11.0,0.455,0.51,2.0,3.0,0.667,18.0,32.0,50.0,16.0,13.0,3.0,5.0,28.0,54.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,10.0,1.0,251.0,18.0,49.0,0.367,9.0,28.0,0.321,9.0,21.0,0.429,0.459,5.0,8.0,0.625,15.0,42.0,57.0,11.0,6.0,3.0,8.0,27.0,50.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,1.0,31.0,4.0,6.0,0.667,3.0,4.0,0.75,1.0,2.0,0.5,0.917,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,11.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
