"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2001-02,22,PHI,NBA,SF,17.0,0.0,67.0,0.381,10.8,0.952,0.238,0.238,0.095,0.381,0.048,0.4,0.4,0.6,0.0,0.375,0.0,0.5,,0.0,0.0,0.0,,0.0,0.0,
2002-03,23,TOR,NBA,PF,5.0,3.0,115.0,0.314,12.6,0.943,0.2,0.114,0.2,0.429,0.057,0.333,0.571,0.25,0.286,0.267,0.0,0.727,,0.029,1.0,0.5,0.0,0.0,0.0,
2003-04,24,NJN,NBA,PF,3.0,0.0,17.0,0.1,5.5,1.0,0.6,0.2,0.0,0.2,0.0,0.1,0.167,0.0,,0.0,,1.0,,0.1,1.0,,,0.0,0.0,
2004-05,25,WAS,NBA,SF,14.0,0.0,152.0,0.371,12.6,0.823,0.306,0.129,0.097,0.29,0.177,0.373,0.579,0.375,0.0,0.278,0.364,0.526,0.5,0.081,5.0,0.0,,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,39.0,3.0,351.0,0.336,10.4,0.891,0.289,0.148,0.117,0.336,0.109,0.342,0.486,0.368,0.133,0.279,0.286,0.59,0.5,0.055,7.0,0.071,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,6.0,738.0,0.336,10.4,0.891,0.289,0.148,0.117,0.336,0.109,0.342,0.486,0.368,0.133,0.279,0.286,0.59,0.5,0.055,15.0,0.071,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,17.0,0.0,67.0,0.381,10.8,0.952,0.238,0.238,0.095,0.381,0.048,0.4,0.4,0.6,0.0,0.375,0.0,0.5,,0.0,0.0,0.0,,0.0,0.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,14.0,0.0,152.0,0.371,12.6,0.823,0.306,0.129,0.097,0.29,0.177,0.373,0.579,0.375,0.0,0.278,0.364,0.526,0.5,0.081,5.0,0.0,,0.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,5.0,3.0,115.0,0.314,12.6,0.943,0.2,0.114,0.2,0.429,0.057,0.333,0.571,0.25,0.286,0.267,0.0,0.727,,0.029,1.0,0.5,0.0,0.0,0.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,3.0,0.0,17.0,0.1,5.5,1.0,0.6,0.2,0.0,0.2,0.0,0.1,0.167,0.0,,0.0,,1.0,,0.1,1.0,,,0.0,0.0,
