Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2010-11,22,ATL,NBA,SF,4,0,11,2,3,0.667,0,0,2,3,0.667,0.667,2,4,0.5,1,0,1,3,1,0,1,1,6,0,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,11,2,3,0.667,0,0,2,3,0.667,0.667,2,4,0.5,1,0,1,3,1,0,1,1,6,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,226,41,62,0.667,0,0,41,62,0.667,0.667,41,82,0.5,21,0,21,62,21,0,21,21,123,0,
