"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2014-15,22,ORL,NBA,SG,16,7,208,0.318,0.455,0.182,0.364,0.313,0.362,0.364,0.5,71,94,52,73,42,68,133,186,-11.6,-17.5,
2015-16,23,ORL,NBA,SG,28,0,249,0.296,0.333,0.25,0.352,0.417,0.368,0.338,0.451,65,68,71,70,55,68,122,158,-21.4,-28.3,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,44,7,457,0.304,0.377,0.222,0.357,0.375,0.366,0.348,0.47,68,77,63,71,50,68,126,169,-33.0,-45.8,
