Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-12-01,WAS,,MIL,"W, 129-126",,22,2,6,0.333,1,4,0.25,0,0,,0,2,2,5,0,0,2,1,5,3.3,2
2025-11-28,WAS,@,IND,"L, 86-119",,27,2,8,0.25,2,6,0.333,0,0,,2,5,7,3,0,0,1,1,6,4.8,-23
2025-11-25,WAS,,ATL,"W, 132-113",,22,4,6,0.667,2,3,0.667,0,0,,0,0,0,6,0,0,3,1,10,8.2,4
2025-11-22,WAS,@,CHI,"L, 120-121",,24,3,9,0.333,2,4,0.5,0,0,,1,2,3,4,0,0,2,3,8,3.8,4
2025-11-21,WAS,@,TOR,"L, 110-140",,16,3,5,0.6,1,2,0.5,0,0,,1,1,2,3,0,0,1,6,7,4.4,-20
