"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2006-07,23,ATL,NBA,PF,81.0,31.0,1514.0,0.455,0.454,0.5,0.458,0.764,0.518,0.395,0.011,99.0,94.0,140.0,92.0,102.0,96.0,121.0,5.0,-28.3,-19.9,
2007-08,24,2TM,NBA,PF,64.0,0.0,776.0,0.434,0.438,0.0,0.434,0.676,0.494,0.495,0.009,95.0,90.0,0.0,87.0,90.0,91.0,162.0,4.0,-26.9,-24.0,
2007-08,24,ATL,NBA,PF,36.0,0.0,414.0,0.37,0.374,0.0,0.37,0.686,0.445,0.51,0.01,81.0,77.0,0.0,74.0,91.0,82.0,167.0,5.0,-25.5,-23.3,
2007-08,24,SAC,NBA,PF,28.0,0.0,362.0,0.491,0.495,0.0,0.491,0.667,0.538,0.482,0.009,107.0,102.0,0.0,99.0,88.0,100.0,158.0,4.0,-1.4,-0.7,
2008-09,25,2TM,NBA,PF,45.0,0.0,512.0,0.446,0.452,0.0,0.446,0.73,0.503,0.401,0.013,97.0,93.0,0.0,89.0,95.0,92.0,131.0,6.0,-17.0,-15.1,
2008-09,25,SAC,NBA,PF,30.0,0.0,305.0,0.449,0.46,0.0,0.449,0.762,0.521,0.472,0.022,98.0,95.0,0.0,90.0,99.0,96.0,154.0,10.0,-9.0,-5.0,
2008-09,25,MIN,NBA,PF,15.0,0.0,207.0,0.441,0.441,,0.441,0.667,0.479,0.309,0.0,96.0,91.0,,88.0,86.0,88.0,101.0,0.0,-8.0,-10.1,
2009-10,26,BOS,NBA,PF,54.0,0.0,597.0,0.521,0.525,0.0,0.521,0.765,0.612,0.81,0.008,113.0,107.0,0.0,104.0,101.0,113.0,270.0,4.0,4.8,22.8,
2010-11,27,2TM,NBA,PF,59.0,38.0,911.0,0.468,0.468,,0.468,0.773,0.522,0.341,0.0,102.0,96.0,,94.0,101.0,96.0,114.0,0.0,-13.3,-9.9,
2010-11,27,DEN,NBA,PF,42.0,32.0,713.0,0.453,0.453,,0.453,0.739,0.492,0.254,0.0,99.0,93.0,,91.0,97.0,91.0,85.0,0.0,-16.4,-19.9,
2010-11,27,NYK,NBA,PF,17.0,6.0,198.0,0.538,0.538,,0.538,0.828,0.638,0.744,0.0,117.0,111.0,,108.0,108.0,118.0,248.0,0.0,3.1,10.0,
2011-12,28,NJN,NBA,C,58.0,35.0,1276.0,0.478,0.478,,0.478,0.731,0.543,0.517,0.0,107.0,100.0,,98.0,97.0,103.0,188.0,0.0,-3.9,7.9,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,361.0,104.0,5586.0,0.462,0.464,0.222,0.463,0.74,0.527,0.462,0.007,101.0,96.0,62.0,93.0,98.0,98.0,152.0,3.0,-84.6,-38.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,117.0,31.0,1928.0,0.437,0.437,0.4,0.439,0.744,0.502,0.419,0.011,95.0,90.0,112.0,88.0,99.0,93.0,130.0,5.0,-53.8,-43.2,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,58.0,0.0,667.0,0.473,0.48,0.0,0.473,0.708,0.53,0.478,0.015,103.0,99.0,0.0,95.0,93.0,98.0,156.0,7.0,-10.4,-5.7,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,58.0,35.0,1276.0,0.478,0.478,,0.478,0.731,0.543,0.517,0.0,107.0,100.0,,98.0,97.0,103.0,188.0,0.0,-3.9,7.9,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,54.0,0.0,597.0,0.521,0.525,0.0,0.521,0.765,0.612,0.81,0.008,113.0,107.0,0.0,104.0,101.0,113.0,270.0,4.0,4.8,22.8,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,42.0,32.0,713.0,0.453,0.453,,0.453,0.739,0.492,0.254,0.0,99.0,93.0,,91.0,97.0,91.0,85.0,0.0,-16.4,-19.9,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,17.0,6.0,198.0,0.538,0.538,,0.538,0.828,0.638,0.744,0.0,117.0,111.0,,108.0,108.0,118.0,248.0,0.0,3.1,10.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,15.0,0.0,207.0,0.441,0.441,,0.441,0.667,0.479,0.309,0.0,96.0,91.0,,88.0,86.0,88.0,101.0,0.0,-8.0,-10.1,
