"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 26_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2006-07,23,ATL,NBA,PF,81.0,31.0,1514.0,0.455,8.4,0.989,0.452,0.121,0.099,0.318,0.011,0.454,0.582,0.273,0.361,0.371,0.5,0.652,0.5,0.079,28.0,0.0,0.0,0.0,
2007-08,24,2TM,NBA,PF,64.0,0.0,776.0,0.434,7.2,0.991,0.467,0.198,0.08,0.245,0.009,0.438,0.515,0.357,0.353,0.385,0.0,0.609,,0.061,11.0,0.0,0.0,0.0,
2007-08,24,ATL,NBA,PF,36.0,0.0,414.0,0.37,8.3,0.99,0.46,0.12,0.08,0.33,0.01,0.374,0.37,0.5,0.375,0.333,0.0,0.649,,0.06,4.0,0.0,0.0,0.0,
2007-08,24,SAC,NBA,PF,28.0,0.0,362.0,0.491,6.1,0.991,0.473,0.268,0.08,0.17,0.009,0.495,0.642,0.3,0.333,0.474,0.0,0.582,,0.063,7.0,0.0,0.0,0.0,
2008-09,25,2TM,NBA,PF,45.0,0.0,512.0,0.446,5.7,0.987,0.58,0.153,0.057,0.197,0.013,0.452,0.582,0.125,0.222,0.387,0.0,0.7,,0.14,19.0,0.0,0.0,0.0,
2008-09,25,SAC,NBA,PF,30.0,0.0,305.0,0.449,6.8,0.978,0.528,0.157,0.056,0.236,0.022,0.46,0.66,0.071,0.2,0.333,0.0,0.7,,0.135,12.0,0.0,0.0,0.0,
2008-09,25,MIN,NBA,PF,15.0,0.0,207.0,0.441,4.6,1.0,0.647,0.147,0.059,0.147,0.0,0.441,0.5,0.2,0.25,0.5,,0.7,,0.147,7.0,,0.0,0.0,
2009-10,26,BOS,NBA,PF,54.0,0.0,597.0,0.521,5.4,0.992,0.612,0.132,0.132,0.116,0.008,0.525,0.608,0.375,0.5,0.286,0.0,0.762,,0.116,11.0,0.0,0.0,0.0,
2010-11,27,2TM,NBA,PF,59.0,38.0,911.0,0.468,7.4,1.0,0.5,0.145,0.123,0.232,0.0,0.468,0.5,0.406,0.519,0.412,,0.689,,0.077,16.0,,0.0,0.0,
2010-11,27,DEN,NBA,PF,42.0,32.0,713.0,0.453,7.2,1.0,0.514,0.144,0.099,0.243,0.0,0.453,0.484,0.423,0.444,0.409,,0.659,,0.061,10.0,,0.0,0.0,
2010-11,27,NYK,NBA,PF,17.0,6.0,198.0,0.538,7.7,1.0,0.436,0.154,0.231,0.179,0.0,0.538,0.588,0.333,0.667,0.429,,0.81,,0.154,6.0,,0.0,0.0,
2011-12,28,NJN,NBA,C,58.0,35.0,1276.0,0.478,4.3,1.0,0.701,0.149,0.085,0.065,0.0,0.478,0.574,0.3,0.294,0.077,,0.698,,0.114,20.0,,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,361.0,104.0,5586.0,0.462,6.5,0.993,0.533,0.147,0.096,0.217,0.007,0.464,0.56,0.309,0.393,0.365,0.222,0.677,0.5,0.092,105.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,24.0,1269.0,0.462,6.5,0.993,0.533,0.147,0.096,0.217,0.007,0.464,0.56,0.309,0.393,0.365,0.222,0.677,0.5,0.092,24.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,117.0,31.0,1928.0,0.437,8.3,0.989,0.454,0.12,0.095,0.32,0.011,0.437,0.536,0.321,0.364,0.362,0.4,0.652,0.5,0.075,32.0,0.0,0.0,0.0,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,58.0,0.0,667.0,0.473,6.4,0.985,0.498,0.219,0.07,0.199,0.015,0.48,0.65,0.227,0.286,0.4,0.0,0.632,,0.095,19.0,0.0,0.0,0.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,58.0,35.0,1276.0,0.478,4.3,1.0,0.701,0.149,0.085,0.065,0.0,0.478,0.574,0.3,0.294,0.077,,0.698,,0.114,20.0,,0.0,0.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,54.0,0.0,597.0,0.521,5.4,0.992,0.612,0.132,0.132,0.116,0.008,0.525,0.608,0.375,0.5,0.286,0.0,0.762,,0.116,11.0,0.0,0.0,0.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,42.0,32.0,713.0,0.453,7.2,1.0,0.514,0.144,0.099,0.243,0.0,0.453,0.484,0.423,0.444,0.409,,0.659,,0.061,10.0,,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,17.0,6.0,198.0,0.538,7.7,1.0,0.436,0.154,0.231,0.179,0.0,0.538,0.588,0.333,0.667,0.429,,0.81,,0.154,6.0,,0.0,0.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,15.0,0.0,207.0,0.441,4.6,1.0,0.647,0.147,0.059,0.147,0.0,0.441,0.5,0.2,0.25,0.5,,0.7,,0.147,7.0,,0.0,0.0,
