Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,26,BOS,NBA,PF,8,0,57,4,9,0.444,0,0,4,9,0.444,0.444,5,6,0.833,2,11,13,0,1,0,6,8,13,0,
1 Yr,1 Yr,1 Yr,1 Yr,,8,0,57,4,9,0.444,0,0,4,9,0.444,0.444,5,6,0.833,2,11,13,0,1,0,6,8,13,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,584,41,92,0.444,0,0,41,92,0.444,0.444,51,62,0.833,21,113,133,0,10,0,62,82,133,0,
