Season,Team,Lg,Salary
2018-19,Portland Trail Blazers,NBA,"$838,464"
2019-20,Portland Trail Blazers,NBA,"$1,416,852"
2020-21,Toronto Raptors,NBA,"$1,663,861"
2021-22,Toronto Raptors,NBA,"$16,000,000"
2022-23,Toronto Raptors,NBA,"$17,505,000"
2023-24,Toronto Raptors,NBA,"$18,560,000"
2024-25,Milwaukee Bucks,NBA,"$2,087,519"
Career,(may be incomplete),,"$58,071,696"
