Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2018-19,21,LAC,NBA,SG,33,0,320,7.2,.491,.518,.082,1.0,12.2,6.8,8.3,1.6,0.7,10.2,16.7,-0.2,0.3,0.1,.012,-4.2,-0.5,-4.7,-0.2,
2019-20,22,2TM,NBA,SG,63,6,979,7.4,.476,.494,.184,1.4,12.8,7.0,11.9,1.3,1.5,12.8,16.4,-0.6,0.8,0.2,.009,-3.8,-0.2,-3.9,-0.5,
2019-20,22,LAC,NBA,SG,42,1,476,4.8,.423,.493,.140,1.1,11.7,6.5,12.6,1.3,1.5,15.3,15.0,-0.6,0.6,0.0,-0.004,-5.3,0.6,-4.7,-0.3,
2019-20,22,WAS,NBA,SG,21,5,503,9.8,.516,.494,.218,1.7,13.8,7.5,11.3,1.4,1.6,10.8,17.7,0.0,0.2,0.2,.022,-2.3,-0.9,-3.2,-0.1,
2020-21,23,WAS,NBA,SG,17,6,305,4.1,.400,.442,.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,-0.7,0.3,-0.4,-0.057,-6.9,-0.1,-7.0,-0.4,
2021-22,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned
2022-23,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2023-24,26,GSW,NBA,SG,22,0,81,5.7,.410,.515,.333,1.4,6.6,4.0,8.0,0.6,3.3,5.0,20.7,-0.1,0.1,-0.1,-0.040,-6.1,-2.2,-8.3,-0.1,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,135,12,1685,6.7,.461,.491,.177,1.3,12.2,6.8,10.7,1.4,1.5,12.3,16.7,-1.5,1.4,-0.2,-0.004,-4.5,-0.3,-4.8,-1.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,7,1023,6.7,.461,.491,.177,1.3,12.2,6.8,10.7,1.4,1.5,12.3,16.7,-0.9,0.8,-0.1,-0.004,-4.5,-0.3,-4.8,-0.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,75,1,796,5.8,.453,.504,.114,1.1,11.9,6.6,10.9,1.4,1.2,13.1,15.7,-0.8,0.8,0.0,.003,-4.9,0.2,-4.7,-0.5,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,38,11,808,7.6,.475,.476,.216,1.6,13.0,7.2,10.9,1.6,1.6,12.5,17.3,-0.6,0.5,-0.1,-0.008,-4.0,-0.6,-4.6,-0.5,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,22,0,81,5.7,.410,.515,.333,1.4,6.6,4.0,8.0,0.6,3.3,5.0,20.7,-0.1,0.1,-0.1,-0.040,-6.1,-2.2,-8.3,-0.1,
