Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2025-26,19,BOS,NBA,SF,15,1,165,15,35,0.429,6,13,0.462,9,22,0.409,0.514,2,5,0.4,8,17,25,10,12,2,6,26,38,0,
1 Yr,1 Yr,1 Yr,1 Yr,,15,1,165,15,35,0.429,6,13,0.462,9,22,0.409,0.514,2,5,0.4,8,17,25,10,12,2,6,26,38,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,5,902,82,191,0.429,33,71,0.462,49,120,0.409,0.514,11,27,0.4,44,93,137,55,66,11,33,142,208,0,
