Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2009-10,24,CHI,NBA,PF,5.0,5.0,29.0,3.2,7.6,0.421,0.0,0.0,,3.2,7.6,0.421,0.421,1.2,2.2,0.545,1.8,5.2,7.0,0.6,0.2,0.6,0.4,3.4,7.6,
2010-11,25,CHI,NBA,PF,16.0,0.0,17.8,2.7,4.8,0.566,0.0,0.1,0.0,2.7,4.7,0.573,0.566,0.6,0.9,0.6,1.6,2.5,4.1,0.6,0.3,1.4,0.9,2.0,5.9,
2011-12,26,CHI,NBA,PF,6.0,0.0,22.8,3.5,7.7,0.457,0.0,0.0,,3.5,7.7,0.457,0.457,2.5,3.7,0.682,2.5,4.0,6.5,0.7,0.7,1.7,0.5,3.2,9.5,
2012-13,27,CHI,NBA,PF,12.0,0.0,17.2,2.6,5.5,0.47,0.0,0.2,0.0,2.6,5.3,0.484,0.47,1.3,1.8,0.727,1.3,1.8,3.0,0.3,0.3,0.5,0.8,3.1,6.5,
2013-14,28,CHI,NBA,PF,5.0,0.0,30.8,6.4,11.4,0.561,0.0,0.0,,6.4,11.4,0.561,0.561,5.4,7.2,0.75,4.2,2.0,6.2,0.4,0.4,2.4,1.6,2.4,18.2,
2014-15,29,CHI,NBA,PF,12.0,2.0,23.0,2.8,6.0,0.472,0.0,0.0,,2.8,6.0,0.472,0.472,1.8,2.5,0.7,2.1,3.4,5.5,1.0,0.3,1.0,0.9,2.1,7.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,31,OKC,NBA,PF,5.0,5.0,23.6,4.2,7.0,0.6,0.0,0.0,,4.2,7.0,0.6,0.6,1.4,1.6,0.875,0.6,3.0,3.6,0.6,0.2,0.0,1.6,2.6,9.8,
2017-18,32,MIN,NBA,PF,5.0,5.0,24.6,2.8,4.4,0.636,0.0,0.0,,2.8,4.4,0.636,0.636,0.6,0.6,1.0,1.4,2.6,4.0,0.4,0.2,0.4,0.8,1.6,6.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,35,NYK,NBA,C,5.0,3.0,27.6,2.4,4.0,0.6,0.0,0.0,,2.4,4.0,0.6,0.6,0.2,0.2,1.0,3.2,3.8,7.0,0.8,1.6,1.0,0.6,2.6,5.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,71.0,20.0,22.3,3.2,6.1,0.519,0.0,0.0,0.0,3.2,6.0,0.522,0.519,1.5,2.1,0.709,1.9,2.9,4.9,0.6,0.4,1.0,0.9,2.5,7.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (6 Yrs),CHI (6 Yrs),CHI (6 Yrs),CHI (6 Yrs),,56.0,7.0,21.5,3.2,6.3,0.499,0.0,0.1,0.0,3.2,6.3,0.503,0.499,1.7,2.4,0.691,2.0,2.9,4.9,0.6,0.4,1.2,0.8,2.5,8.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,5.0,5.0,24.6,2.8,4.4,0.636,0.0,0.0,,2.8,4.4,0.636,0.636,0.6,0.6,1.0,1.4,2.6,4.0,0.4,0.2,0.4,0.8,1.6,6.2,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,5.0,3.0,27.6,2.4,4.0,0.6,0.0,0.0,,2.4,4.0,0.6,0.6,0.2,0.2,1.0,3.2,3.8,7.0,0.8,1.6,1.0,0.6,2.6,5.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,5.0,5.0,23.6,4.2,7.0,0.6,0.0,0.0,,4.2,7.0,0.6,0.6,1.4,1.6,0.875,0.6,3.0,3.6,0.6,0.2,0.0,1.6,2.6,9.8,
