"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2006-07,23.0,SEA,NBA,43:00,8.0,13.0,2.0,4.0,8.0,13.0,8.0,8.0,4.0,7.0,9.0,7.0,2.0,2.0,5.0,6.0,17.0,15.6
2007-08,24.0,SEA,NBA,32:10,10.0,16.0,2.0,6.0,10.0,15.0,2.0,4.0,3.0,7.0,8.0,4.0,2.0,2.0,3.0,3.0,21.0,17.9
2012-13,29.0,MIN,NBA,36:18,8.0,10.0,3.0,3.0,7.0,8.0,5.0,7.0,4.0,5.0,7.0,5.0,3.0,1.0,2.0,5.0,19.0,18.0
Career,,,,43:00,10.0,16.0,3.0,6.0,10.0,15.0,8.0,8.0,4.0,7.0,9.0,7.0,3.0,2.0,5.0,6.0,21.0,18.0
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,SEA,NBA,43:00,10.0,16.0,2.0,6.0,10.0,15.0,8.0,8.0,4.0,7.0,9.0,7.0,2.0,2.0,5.0,6.0,21.0,17.9
1 Season,,MIN,NBA,36:18,8.0,10.0,3.0,3.0,7.0,8.0,5.0,7.0,4.0,5.0,7.0,5.0,3.0,1.0,2.0,5.0,19.0,18.0
