Season,Team,Lg,Salary
2006-07,Seattle SuperSonics,NBA,"$802,000"
2007-08,Seattle SuperSonics,NBA,"$802,000"
2012-13,Minnesota Timberwolves,NBA,"$447,298"
Career,(may be incomplete),,"$2,051,298"
