Season,Team,Lg,Salary
2009-10,Portland Trail Blazers,NBA,"$457,588"
2010-11,Portland Trail Blazers,NBA,"$937,195"
2012-13,San Antonio Spurs,NBA,"$1,085,120"
2013-14,San Antonio Spurs,NBA,"$1,133,950"
2014-15,San Antonio Spurs,NBA,"$3,842,105"
2015-16,San Antonio Spurs,NBA,"$3,578,947"
2016-17,San Antonio Spurs,NBA,"$3,578,948"
2017-18,San Antonio Spurs,NBA,"$10,714,286"
2018-19,San Antonio Spurs,NBA,"$11,571,429"
2019-20,San Antonio Spurs,NBA,"$12,428,571"
2020-21,San Antonio Spurs,NBA,"$13,535,714"
2021-22,Brooklyn Nets,NBA,"$5,890,000"
2022-23,Brooklyn Nets,NBA,"$6,479,000"
2023-24,Atlanta Hawks,NBA,"$6,802,950"
2023-24,Miami Heat,NBA,"$464,300"
2024-25,Los Angeles Clippers,NBA,"$2,087,519"
Career,(may be incomplete),,"$84,587,622"
